Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Total,Nevada,32,2003,2003,,,17858,2248850,794.1,927.3,0.00%
,Nevada,32,2004,2004,Drug-induced causes,D,395,2346222,16.8,16.7,0.00%
,Nevada,32,2004,2004,Alcohol-induced causes,A,232,2346222,9.9,9.4,0.00%
,Nevada,32,2004,2004,All other non-drug and non-alcohol causes,O,17302,2346222,737.4,861.5,0.00%
Total,Nevada,32,2004,2004,,,17929,2346222,764.2,887.6,0.00%
,Nevada,32,2005,2005,Drug-induced causes,D,464,2432143,19.1,19,0.00%
,Nevada,32,2005,2005,Alcohol-induced causes,A,225,2432143,9.3,8.9,0.00%
,Nevada,32,2005,2005,All other non-drug and non-alcohol causes,O,18340,2432143,754.1,876.9,0.00%
Total,Nevada,32,2005,2005,,,19029,2432143,782.4,904.8,0.00%
,Nevada,32,2006,2006,Drug-induced causes,D,471,2522658,18.7,18.4,0.00%
,Nevada,32,2006,2006,Alcohol-induced causes,A,217,2522658,8.6,8.1,0.00%
,Nevada,32,2006,2006,All other non-drug and non-alcohol causes,O,18184,2522658,720.8,838.2,0.00%
Total,Nevada,32,2006,2006,,,18872,2522658,748.1,864.7,0.00%
,Nevada,32,2007,2007,Drug-induced causes,D,515,2601072,19.8,19.5,0.00%
,Nevada,32,2007,2007,Alcohol-induced causes,A,253,2601072,9.7,9.3,0.00%
,Nevada,32,2007,2007,All other non-drug and non-alcohol causes,O,17919,2601072,688.9,793.3,0.00%
Total,Nevada,32,2007,2007,,,18687,2601072,718.4,822,0.00%
,Nevada,32,2008,2008,Drug-induced causes,D,529,2653630,19.9,19.5,0.00%
,Nevada,32,2008,2008,Alcohol-induced causes,A,281,2653630,10.6,10,0.00%
,Nevada,32,2008,2008,All other non-drug and non-alcohol causes,O,18525,2653630,698.1,799.2,0.00%
Total,Nevada,32,2008,2008,,,19335,2653630,728.6,828.7,0.00%
,Nevada,32,2009,2009,Drug-induced causes,D,555,2684665,20.7,20.2,0.00%
,Nevada,32,2009,2009,Alcohol-induced causes,A,319,2684665,11.9,11.1,0.00%
,Nevada,32,2009,2009,All other non-drug and non-alcohol causes,O,18350,2684665,683.5,763.2,0.00%
Total,Nevada,32,2009,2009,,,19224,2684665,716.1,794.6,0.00%
,Nevada,32,2010,2010,Drug-induced causes,D,581,2700551,21.5,20.8,0.00%
,Nevada,32,2010,2010,Alcohol-induced causes,A,336,2700551,12.4,11.4,0.00%
,Nevada,32,2010,2010,All other non-drug and non-alcohol causes,O,18706,2700551,692.7,763.2,0.00%
Total,Nevada,32,2010,2010,,,19623,2700551,726.6,795.4,0.00%
,Nevada,32,2011,2011,Drug-induced causes,D,642,2723322,23.6,23,0.00%
,Nevada,32,2011,2011,Alcohol-induced causes,A,346,2723322,12.7,11.8,0.00%
,Nevada,32,2011,2011,All other non-drug and non-alcohol causes,O,19355,2723322,710.7,755,0.00%
Total,Nevada,32,2011,2011,,,20343,2723322,747,789.7,0.00%
,Nevada,32,2012,2012,Drug-induced causes,D,611,2758931,22.1,21.3,0.00%
,Nevada,32,2012,2012,Alcohol-induced causes,A,369,2758931,13.4,12.3,0.00%
,Nevada,32,2012,2012,All other non-drug and non-alcohol causes,O,19805,2758931,717.9,741,0.00%
Total,Nevada,32,2012,2012,,,20785,2758931,753.4,774.6,0.00%
,Nevada,32,2013,2013,Drug-induced causes,D,622,2790136,22.3,21.4,0.00%
,Nevada,32,2013,2013,Alcohol-induced causes,A,368,2790136,13.2,11.8,0.00%
,Nevada,32,2013,2013,All other non-drug and non-alcohol causes,O,20478,2790136,733.9,736.6,0.00%
Total,Nevada,32,2013,2013,,,21468,2790136,769.4,769.8,0.00%
,Nevada,32,2014,2014,Drug-induced causes,D,555,2839099,19.5,18.8,0.00%
,Nevada,32,2014,2014,Alcohol-induced causes,A,378,2839099,13.3,11.9,0.00%
,Nevada,32,2014,2014,All other non-drug and non-alcohol causes,O,20860,2839099,734.7,718.5,0.00%
Total,Nevada,32,2014,2014,,,21793,2839099,767.6,749.2,0.00%
,Nevada,32,2015,2015,Drug-induced causes,D,629,2890845,21.8,20.7,0.00%
,Nevada,32,2015,2015,Alcohol-induced causes,A,433,2890845,15,13.2,0.00%
,Nevada,32,2015,2015,All other non-drug and non-alcohol causes,O,21817,2890845,754.7,723.4,0.00%
Total,Nevada,32,2015,2015,,,22879,2890845,791.4,757.2,0.00%
,Nevada,32,2016,2016,Drug-induced causes,D,678,2940058,23.1,22.1,0.00%
,Nevada,32,2016,2016,Alcohol-induced causes,A,471,2940058,16,13.9,0.00%
,Nevada,32,2016,2016,All other non-drug and non-alcohol causes,O,22753,2940058,773.9,726.6,0.00%
Total,Nevada,32,2016,2016,,,23902,2940058,813,762.6,0.10%
,Nevada,32,2017,2017,Drug-induced causes,D,698,2998039,23.3,22.2,0.00%
,Nevada,32,2017,2017,Alcohol-induced causes,A,513,2998039,17.1,14.8,0.00%
,Nevada,32,2017,2017,All other non-drug and non-alcohol causes,O,23446,2998039,782,728.4,0.00%
Total,Nevada,32,2017,2017,,,24657,2998039,822.4,765.5,0.10%
Total,Nevada,32,,,,,369939,48335386,765.4,823,0.80%
,New Hampshire,33,1999,1999,Drug-induced causes,D,62,1222014,5.1,4.9,0.00%
,New Hampshire,33,1999,1999,Alcohol-induced causes,A,89,1222014,7.3,7.1,0.00%
,New Hampshire,33,1999,1999,All other non-drug and non-alcohol causes,O,9386,1222014,768.1,803.5,0.00%
Total,New Hampshire,33,1999,1999,,,9537,1222014,780.4,815.5,0.00%
,New Hampshire,33,2000,2000,Drug-induced causes,D,49,1235786,4,3.8,0.00%
,New Hampshire,33,2000,2000,Alcohol-induced causes,A,91,1235786,7.4,7.1,0.00%
,New Hampshire,33,2000,2000,All other non-drug and non-alcohol causes,O,9557,1235786,773.4,804.7,0.00%
Total,New Hampshire,33,2000,2000,,,9697,1235786,784.7,815.5,0.00%
,New Hampshire,33,2001,2001,Drug-induced causes,D,83,1255517,6.6,6.4,0.00%
,New Hampshire,33,2001,2001,Alcohol-induced causes,A,124,1255517,9.9,9.5,0.00%
,New Hampshire,33,2001,2001,All other non-drug and non-alcohol causes,O,9608,1255517,765.3,793.3,0.00%
Total,New Hampshire,33,2001,2001,,,9815,1255517,781.7,809.3,0.00%
,New Hampshire,33,2002,2002,Drug-induced causes,D,114,1269089,9,8.9,0.00%
,New Hampshire,33,2002,2002,Alcohol-induced causes,A,77,1269089,6.1,5.7,0.00%
,New Hampshire,33,2002,2002,All other non-drug and non-alcohol causes,O,9662,1269089,761.3,781.4,0.00%
Total,New Hampshire,33,2002,2002,,,9853,1269089,776.4,796,0.00%
,New Hampshire,33,2003,2003,Drug-induced causes,D,137,1279840,10.7,10.3,0.00%
,New Hampshire,33,2003,2003,Alcohol-induced causes,A,95,1279840,7.4,6.7,0.00%
,New Hampshire,33,2003,2003,All other non-drug and non-alcohol causes,O,9476,1279840,740.4,750.3,0.00%
Total,New Hampshire,33,2003,2003,,,9708,1279840,758.5,767.3,0.00%
,New Hampshire,33,2004,2004,Drug-induced causes,D,128,1290121,9.9,9.9,0.00%
,New Hampshire,33,2004,2004,Alcohol-induced causes,A,103,1290121,8,7.3,0.00%
,New Hampshire,33,2004,2004,All other non-drug and non-alcohol causes,O,9880,1290121,765.8,761.8,0.00%
Total,New Hampshire,33,2004,2004,,,10111,1290121,783.7,778.9,0.00%
,New Hampshire,33,2005,2005,Drug-induced causes,D,152,1298492,11.7,11.4,0.00%
,New Hampshire,33,2005,2005,Alcohol-induced causes,A,110,1298492,8.5,7.5,0.00%
,New Hampshire,33,2005,2005,All other non-drug and non-alcohol causes,O,9932,1298492,764.9,747.8,0.00%
Total,New Hampshire,33,2005,2005,,,10194,1298492,785.1,766.7,0.00%
,New Hampshire,33,2006,2006,Drug-induced causes,D,160,1308389,12.2,12,0.00%
,New Hampshire,33,2006,2006,Alcohol-induced causes,A,100,1308389,7.6,6.7,0.00%
,New Hampshire,33,2006,2006,All other non-drug and non-alcohol causes,O,9800,1308389,749,715,0.00%
Total,New Hampshire,33,2006,2006,,,10060,1308389,768.9,733.7,0.00%
,New Hampshire,33,2007,2007,Drug-induced causes,D,187,1312540,14.2,13.9,0.00%
,New Hampshire,33,2007,2007,Alcohol-induced causes,A,120,1312540,9.1,8,0.00%
,New Hampshire,33,2007,2007,All other non-drug and non-alcohol causes,O,9996,1312540,761.6,711.3,0.00%
Total,New Hampshire,33,2007,2007,,,10303,1312540,785,733.2,0.00%
,New Hampshire,33,2008,2008,Drug-induced causes,D,129,1315906,9.8,9.6,0.00%
,New Hampshire,33,2008,2008,Alcohol-induced causes,A,125,1315906,9.5,7.8,0.00%
,New Hampshire,33,2008,2008,All other non-drug and non-alcohol causes,O,10014,1315906,761,697.9,0.00%
Total,New Hampshire,33,2008,2008,,,10268,1315906,780.3,715.3,0.00%
,New Hampshire,33,2009,2009,Drug-induced causes,D,172,1316102,13.1,12.8,0.00%
,New Hampshire,33,2009,2009,Alcohol-induced causes,A,131,1316102,10,8.4,0.00%
,New Hampshire,33,2009,2009,All other non-drug and non-alcohol causes,O,9797,1316102,744.4,670.4,0.00%
Total,New Hampshire,33,2009,2009,,,10100,1316102,767.4,691.6,0.00%
,New Hampshire,33,2010,2010,Drug-induced causes,D,164,1316470,12.5,12.1,0.00%
,New Hampshire,33,2010,2010,Alcohol-induced causes,A,127,1316470,9.6,7.9,0.00%
,New Hampshire,33,2010,2010,All other non-drug and non-alcohol causes,O,9910,1316470,752.8,670.4,0.00%
Total,New Hampshire,33,2010,2010,,,10201,1316470,774.9,690.4,0.00%
,New Hampshire,33,2011,2011,Drug-induced causes,D,212,1318194,16.1,15.5,0.00%
,New Hampshire,33,2011,2011,Alcohol-induced causes,A,136,1318194,10.3,8.3,0.00%
,New Hampshire,33,2011,2011,All other non-drug and non-alcohol causes,O,10475,1318194,794.6,686.6,0.00%
Total,New Hampshire,33,2011,2011,,,10823,1318194,821,710.4,0.00%
,New Hampshire,33,2012,2012,Drug-induced causes,D,177,1320718,13.4,13.7,0.00%
,New Hampshire,33,2012,2012,Alcohol-induced causes,A,146,1320718,11.1,8.8,0.00%
,New Hampshire,33,2012,2012,All other non-drug and non-alcohol causes,O,10407,1320718,788,665,0.00%
Total,New Hampshire,33,2012,2012,,,10730,1320718,812.4,687.5,0.00%
,New Hampshire,33,2013,2013,Drug-induced causes,D,217,1323459,16.4,16.1,0.00%
,New Hampshire,33,2013,2013,Alcohol-induced causes,A,174,1323459,13.1,10.3,0.00%
,New Hampshire,33,2013,2013,All other non-drug and non-alcohol causes,O,10506,1323459,793.8,652.7,0.00%
Total,New Hampshire,33,2013,2013,,,10897,1323459,823.4,679.1,0.00%
,New Hampshire,33,2014,2014,Drug-induced causes,D,348,1326813,26.2,27.3,0.00%
,New Hampshire,33,2014,2014,Alcohol-induced causes,A,183,1326813,13.8,11.1,0.00%
,New Hampshire,33,2014,2014,All other non-drug and non-alcohol causes,O,10985,1326813,827.9,667.8,0.00%
Total,New Hampshire,33,2014,2014,,,11516,1326813,867.9,706.2,0.00%
,New Hampshire,33,2015,2015,Drug-induced causes,D,433,1330608,32.5,35.3,0.00%
,New Hampshire,33,2015,2015,Alcohol-induced causes,A,173,1330608,13,10,0.00%
,New Hampshire,33,2015,2015,All other non-drug and non-alcohol causes,O,11378,1330608,855.1,675.3,0.00%
Total,New Hampshire,33,2015,2015,,,11984,1330608,900.6,720.6,0.00%
,New Hampshire,33,2016,2016,Drug-induced causes,D,495,1334795,37.1,40.1,0.00%
,New Hampshire,33,2016,2016,Alcohol-induced causes,A,176,1334795,13.2,10.6,0.00%
,New Hampshire,33,2016,2016,All other non-drug and non-alcohol causes,O,11532,1334795,864,670.9,0.00%
Total,New Hampshire,33,2016,2016,,,12203,1334795,914.2,721.5,0.00%
,New Hampshire,33,2017,2017,Drug-induced causes,D,479,1342795,35.7,37.8,0.00%
,New Hampshire,33,2017,2017,Alcohol-induced causes,A,176,1342795,13.1,10.3,0.00%
,New Hampshire,33,2017,2017,All other non-drug and non-alcohol causes,O,11849,1342795,882.4,669.1,0.00%
Total,New Hampshire,33,2017,2017,,,12504,1342795,931.2,717.2,0.00%
Total,New Hampshire,33,,,,,200504,24717648,811.2,733.3,0.40%
,New Jersey,34,1999,1999,Drug-induced causes,D,757,8359592,9.1,8.8,0.00%
,New Jersey,34,1999,1999,Alcohol-induced causes,A,469,8359592,5.6,5.5,0.00%
,New Jersey,34,1999,1999,All other non-drug and non-alcohol causes,O,72755,8359592,870.3,839.4,0.20%
Total,New Jersey,34,1999,1999,,,73981,8359592,885,853.7,0.20%
,New Jersey,34,2000,2000,Drug-induced causes,D,795,8414350,9.4,9.3,0.00%
,New Jersey,34,2000,2000,Alcohol-induced causes,A,510,8414350,6.1,5.9,0.00%
,New Jersey,34,2000,2000,All other non-drug and non-alcohol causes,O,73495,8414350,873.4,837.5,0.20%
Total,New Jersey,34,2000,2000,,,74800,8414350,889,852.6,0.20%
,New Jersey,34,2001,2001,Drug-induced causes,D,796,8492671,9.4,9.2,0.00%
,New Jersey,34,2001,2001,Alcohol-induced causes,A,500,8492671,5.9,5.6,0.00%
,New Jersey,34,2001,2001,All other non-drug and non-alcohol causes,O,73414,8492671,864.4,825.4,0.20%
Total,New Jersey,34,2001,2001,,,74710,8492671,879.7,840.3,0.20%
,New Jersey,34,2002,2002,Drug-induced causes,D,885,8552643,10.3,10.2,0.00%
,New Jersey,34,2002,2002,Alcohol-induced causes,A,495,8552643,5.8,5.5,0.00%
,New Jersey,34,2002,2002,All other non-drug and non-alcohol causes,O,72629,8552643,849.2,806,0.20%
Total,New Jersey,34,2002,2002,,,74009,8552643,865.3,821.7,0.20%
,New Jersey,34,2003,2003,Drug-induced causes,D,792,8601402,9.2,9.1,0.00%
,New Jersey,34,2003,2003,Alcohol-induced causes,A,439,8601402,5.1,4.8,0.00%
,New Jersey,34,2003,2003,All other non-drug and non-alcohol causes,O,72458,8601402,842.4,793.9,0.20%
Total,New Jersey,34,2003,2003,,,73689,8601402,856.7,807.8,0.20%
,New Jersey,34,2004,2004,Drug-induced causes,D,711,8634561,8.2,8.1,0.00%
,New Jersey,34,2004,2004,Alcohol-induced causes,A,476,8634561,5.5,5.2,0.00%
,New Jersey,34,2004,2004,All other non-drug and non-alcohol causes,O,70184,8634561,812.8,762.5,0.10%
Total,New Jersey,34,2004,2004,,,71371,8634561,826.6,775.8,0.10%
,New Jersey,34,2005,2005,Drug-induced causes,D,966,8651974,11.2,11,0.00%
,New Jersey,34,2005,2005,Alcohol-induced causes,A,486,8651974,5.6,5.2,0.00%
,New Jersey,34,2005,2005,All other non-drug and non-alcohol causes,O,70511,8651974,815,756.3,0.10%
Total,New Jersey,34,2005,2005,,,71963,8651974,831.8,772.4,0.20%
,New Jersey,34,2006,2006,Drug-induced causes,D,1009,8661679,11.6,11.4,0.00%
,New Jersey,34,2006,2006,Alcohol-induced causes,A,466,8661679,5.4,4.9,0.00%
,New Jersey,34,2006,2006,All other non-drug and non-alcohol causes,O,68881,8661679,795.2,728.5,0.10%
Total,New Jersey,34,2006,2006,,,70356,8661679,812.3,744.9,0.10%
,New Jersey,34,2007,2007,Drug-induced causes,D,797,8677885,9.2,9.1,0.00%
,New Jersey,34,2007,2007,Alcohol-induced causes,A,414,8677885,4.8,4.3,0.00%
,New Jersey,34,2007,2007,All other non-drug and non-alcohol causes,O,68451,8677885,788.8,713.4,0.10%
Total,New Jersey,34,2007,2007,,,69662,8677885,802.8,726.9,0.10%
,New Jersey,34,2008,2008,Drug-induced causes,D,808,8711090,9.3,9.1,0.00%
,New Jersey,34,2008,2008,Alcohol-induced causes,A,504,8711090,5.8,5.2,0.00%
,New Jersey,34,2008,2008,All other non-drug and non-alcohol causes,O,68714,8711090,788.8,704,0.10%
Total,New Jersey,34,2008,2008,,,70026,8711090,803.9,718.3,0.10%
,New Jersey,34,2009,2009,Drug-induced causes,D,343,8755602,3.9,3.9,0.00%
,New Jersey,34,2009,2009,Alcohol-induced causes,A,395,8755602,4.5,4,0.00%
,New Jersey,34,2009,2009,All other non-drug and non-alcohol causes,O,67539,8755602,771.4,681.4,0.10%
Total,New Jersey,34,2009,2009,,,68277,8755602,779.8,689.3,0.10%
,New Jersey,34,2010,2010,Drug-induced causes,D,903,8791894,10.3,10.1,0.00%
,New Jersey,34,2010,2010,Alcohol-induced causes,A,548,8791894,6.2,5.6,0.00%
,New Jersey,34,2010,2010,All other non-drug and non-alcohol causes,O,68044,8791894,773.9,675.4,0.10%
Total,New Jersey,34,2010,2010,,,69495,8791894,790.4,691.1,0.10%
,New Jersey,34,2011,2011,Drug-induced causes,D,1042,8821155,11.8,11.6,0.00%
,New Jersey,34,2011,2011,Alcohol-induced causes,A,584,8821155,6.6,5.7,0.00%
,New Jersey,34,2011,2011,All other non-drug and non-alcohol causes,O,68932,8821155,781.4,673.3,0.10%
Total,New Jersey,34,2011,2011,,,70558,8821155,799.9,690.6,0.10%
,New Jersey,34,2012,2012,Drug-induced causes,D,1268,8864590,14.3,14.2,0.00%
,New Jersey,34,2012,2012,Alcohol-induced causes,A,504,8864590,5.7,5,0.00%
,New Jersey,34,2012,2012,All other non-drug and non-alcohol causes,O,68762,8864590,775.7,658.4,0.10%
Total,New Jersey,34,2012,2012,,,70534,8864590,795.7,677.6,0.10%
,New Jersey,34,2013,2013,Drug-induced causes,D,1331,8899339,15,14.9,0.00%
,New Jersey,34,2013,2013,Alcohol-induced causes,A,551,8899339,6.2,5.4,0.00%
,New Jersey,34,2013,2013,All other non-drug and non-alcohol causes,O,69521,8899339,781.2,656.2,0.10%
Total,New Jersey,34,2013,2013,,,71403,8899339,802.3,676.4,0.10%
,New Jersey,34,2014,2014,Drug-induced causes,D,1303,8938175,14.6,14.5,0.00%
,New Jersey,34,2014,2014,Alcohol-induced causes,A,555,8938175,6.2,5.4,0.00%
,New Jersey,34,2014,2014,All other non-drug and non-alcohol causes,O,69458,8938175,777.1,645.8,0.10%
Total,New Jersey,34,2014,2014,,,71316,8938175,797.9,665.7,0.10%
,New Jersey,34,2015,2015,Drug-induced causes,D,1506,8958013,16.8,16.9,0.00%
,New Jersey,34,2015,2015,Alcohol-induced causes,A,527,8958013,5.9,5.1,0.00%
,New Jersey,34,2015,2015,All other non-drug and non-alcohol causes,O,70238,8958013,784.1,643.9,0.10%
Total,New Jersey,34,2015,2015,,,72271,8958013,806.8,666,0.20%
,New Jersey,34,2016,2016,Drug-induced causes,D,2132,8944469,23.8,23.9,0.00%
,New Jersey,34,2016,2016,Alcohol-induced causes,A,583,8944469,6.5,5.6,0.00%
,New Jersey,34,2016,2016,All other non-drug and non-alcohol causes,O,70440,8944469,787.5,639,0.10%
Total,New Jersey,34,2016,2016,,,73155,8944469,817.9,668.5,0.20%
,New Jersey,34,2017,2017,Drug-induced causes,D,2752,9005644,30.6,30.7,0.00%
,New Jersey,34,2017,2017,Alcohol-induced causes,A,647,9005644,7.2,6.3,0.00%
,New Jersey,34,2017,2017,All other non-drug and non-alcohol causes,O,71447,9005644,793.4,630.5,0.10%
Total,New Jersey,34,2017,2017,,,74846,9005644,831.1,667.5,0.20%
Total,New Jersey,34,,,,,1366422,165736728,824.5,733.1,2.90%
,New Mexico,35,1999,1999,Drug-induced causes,D,275,1808082,15.2,15.5,0.00%
,New Mexico,35,1999,1999,Alcohol-induced causes,A,293,1808082,16.2,16.8,0.00%
,New Mexico,35,1999,1999,All other non-drug and non-alcohol causes,O,13108,1808082,725,809.9,0.00%
Total,New Mexico,35,1999,1999,,,13676,1808082,756.4,842.2,0.00%
,New Mexico,35,2000,2000,Drug-induced causes,D,281,1819046,15.4,15.7,0.00%
,New Mexico,35,2000,2000,Alcohol-induced causes,A,342,1819046,18.8,19.2,0.00%
,New Mexico,35,2000,2000,All other non-drug and non-alcohol causes,O,12802,1819046,703.8,773.6,0.00%
Total,New Mexico,35,2000,2000,,,13425,1819046,738,808.6,0.00%
,New Mexico,35,2001,2001,Drug-induced causes,D,277,1831690,15.1,15.4,0.00%
,New Mexico,35,2001,2001,Alcohol-induced causes,A,331,1831690,18.1,18.2,0.00%
,New Mexico,35,2001,2001,All other non-drug and non-alcohol causes,O,13521,1831690,738.2,795.9,0.00%
Total,New Mexico,35,2001,2001,,,14129,1831690,771.4,829.5,0.00%
,New Mexico,35,2002,2002,Drug-induced causes,D,301,1855309,16.2,16.9,0.00%
,New Mexico,35,2002,2002,Alcohol-induced causes,A,313,1855309,16.9,16.9,0.00%
,New Mexico,35,2002,2002,All other non-drug and non-alcohol causes,O,13730,1855309,740,790,0.00%
Total,New Mexico,35,2002,2002,,,14344,1855309,773.1,823.8,0.00%
,New Mexico,35,2003,2003,Drug-induced causes,D,373,1877574,19.9,20.5,0.00%
,New Mexico,35,2003,2003,Alcohol-induced causes,A,360,1877574,19.2,19,0.00%
,New Mexico,35,2003,2003,All other non-drug and non-alcohol causes,O,14072,1877574,749.5,792.6,0.00%
Total,New Mexico,35,2003,2003,,,14805,1877574,788.5,832.1,0.00%
,New Mexico,35,2004,2004,Drug-induced causes,D,331,1903808,17.4,17.8,0.00%
,New Mexico,35,2004,2004,Alcohol-induced causes,A,325,1903808,17.1,16.9,0.00%
,New Mexico,35,2004,2004,All other non-drug and non-alcohol causes,O,13642,1903808,716.6,752,0.00%
Total,New Mexico,35,2004,2004,,,14298,1903808,751,786.7,0.00%
,New Mexico,35,2005,2005,Drug-induced causes,D,385,1932274,19.9,20.7,0.00%
,New Mexico,35,2005,2005,Alcohol-induced causes,A,319,1932274,16.5,16.2,0.00%
,New Mexico,35,2005,2005,All other non-drug and non-alcohol causes,O,14279,1932274,739,763.2,0.00%
Total,New Mexico,35,2005,2005,,,14983,1932274,775.4,800.1,0.00%
,New Mexico,35,2006,2006,Drug-induced causes,D,435,1962137,22.2,22.6,0.00%
,New Mexico,35,2006,2006,Alcohol-induced causes,A,351,1962137,17.9,17.2,0.00%
,New Mexico,35,2006,2006,All other non-drug and non-alcohol causes,O,14510,1962137,739.5,753.2,0.00%
Total,New Mexico,35,2006,2006,,,15296,1962137,779.6,793.1,0.00%
,New Mexico,35,2007,2007,Drug-induced causes,D,471,1990070,23.7,23.8,0.00%
,New Mexico,35,2007,2007,Alcohol-induced causes,A,404,1990070,20.3,19.6,0.00%
,New Mexico,35,2007,2007,All other non-drug and non-alcohol causes,O,14607,1990070,734,735.1,0.00%
Total,New Mexico,35,2007,2007,,,15482,1990070,778,778.6,0.00%
,New Mexico,35,2008,2008,Drug-induced causes,D,534,2010662,26.6,27.5,0.00%
,New Mexico,35,2008,2008,Alcohol-induced causes,A,435,2010662,21.6,21,0.00%
,New Mexico,35,2008,2008,All other non-drug and non-alcohol causes,O,15036,2010662,747.8,740.1,0.00%
Total,New Mexico,35,2008,2008,,,16005,2010662,796,788.6,0.00%
,New Mexico,35,2009,2009,Drug-induced causes,D,447,2036802,21.9,22.5,0.00%
,New Mexico,35,2009,2009,Alcohol-induced causes,A,426,2036802,20.9,20.4,0.00%
,New Mexico,35,2009,2009,All other non-drug and non-alcohol causes,O,14770,2036802,725.2,706.9,0.00%
Total,New Mexico,35,2009,2009,,,15643,2036802,768,749.8,0.00%
,New Mexico,35,2010,2010,Drug-induced causes,D,487,2059179,23.7,24.3,0.00%
,New Mexico,35,2010,2010,Alcohol-induced causes,A,425,2059179,20.6,19.7,0.00%
,New Mexico,35,2010,2010,All other non-drug and non-alcohol causes,O,15019,2059179,729.4,705,0.00%
Total,New Mexico,35,2010,2010,,,15931,2059179,773.7,749,0.00%
,New Mexico,35,2011,2011,Drug-induced causes,D,537,2082224,25.8,26.7,0.00%
,New Mexico,35,2011,2011,Alcohol-induced causes,A,482,2082224,23.1,22.1,0.00%
,New Mexico,35,2011,2011,All other non-drug and non-alcohol causes,O,15433,2082224,741.2,700.2,0.00%
Total,New Mexico,35,2011,2011,,,16452,2082224,790.1,748.9,0.00%
,New Mexico,35,2012,2012,Drug-induced causes,D,502,2085538,24.1,25.1,0.00%
,New Mexico,35,2012,2012,Alcohol-induced causes,A,498,2085538,23.9,22.5,0.00%
,New Mexico,35,2012,2012,All other non-drug and non-alcohol causes,O,15710,2085538,753.3,697,0.00%
Total,New Mexico,35,2012,2012,,,16710,2085538,801.2,744.6,0.00%
,New Mexico,35,2013,2013,Drug-induced causes,D,471,2085287,22.6,23.3,0.00%
,New Mexico,35,2013,2013,Alcohol-induced causes,A,491,2085287,23.5,22.7,0.00%
,New Mexico,35,2013,2013,All other non-drug and non-alcohol causes,O,15843,2085287,759.8,685.8,0.00%
Total,New Mexico,35,2013,2013,,,16805,2085287,805.9,731.8,0.00%
,New Mexico,35,2014,2014,Drug-induced causes,D,559,2085572,26.8,27.9,0.00%
,New Mexico,35,2014,2014,Alcohol-induced causes,A,516,2085572,24.7,23.8,0.00%
,New Mexico,35,2014,2014,All other non-drug and non-alcohol causes,O,16504,2085572,791.3,697.9,0.00%
Total,New Mexico,35,2014,2014,,,17579,2085572,842.9,749.6,0.00%
,New Mexico,35,2015,2015,Drug-induced causes,D,516,2085109,24.7,26,0.00%
,New Mexico,35,2015,2015,Alcohol-induced causes,A,656,2085109,31.5,30.8,0.00%
,New Mexico,35,2015,2015,All other non-drug and non-alcohol causes,O,16513,2085109,791.9,684.7,0.00%
Total,New Mexico,35,2015,2015,,,17685,2085109,848.2,741.5,0.00%
,New Mexico,35,2016,2016,Drug-induced causes,D,525,2081015,25.2,26.3,0.00%
,New Mexico,35,2016,2016,Alcohol-induced causes,A,669,2081015,32.1,30.2,0.00%
,New Mexico,35,2016,2016,All other non-drug and non-alcohol causes,O,17171,2081015,825.1,696.8,0.00%
Total,New Mexico,35,2016,2016,,,18365,2081015,882.5,753.4,0.00%
,New Mexico,35,2017,2017,Drug-induced causes,D,515,2088070,24.7,26,0.00%
,New Mexico,35,2017,2017,Alcohol-induced causes,A,659,2088070,31.6,30.6,0.00%
,New Mexico,35,2017,2017,All other non-drug and non-alcohol causes,O,17499,2088070,838,698.2,0.00%
Total,New Mexico,35,2017,2017,,,18673,2088070,894.3,754.7,0.00%
Total,New Mexico,35,,,,,300286,37679448,796.9,773.6,0.60%
,New York,36,1999,1999,Drug-induced causes,D,1102,18882725,5.8,5.8,0.00%
,New York,36,1999,1999,Alcohol-induced causes,A,1242,18882725,6.6,6.6,0.00%
,New York,36,1999,1999,All other non-drug and non-alcohol causes,O,157583,18882725,834.5,821.1,0.30%
Total,New York,36,1999,1999,,,159927,18882725,846.9,833.4,0.30%
,New York,36,2000,2000,Drug-induced causes,D,901,18976457,4.7,4.7,0.00%
,New York,36,2000,2000,Alcohol-induced causes,A,1159,18976457,6.1,6,0.00%
,New York,36,2000,2000,All other non-drug and non-alcohol causes,O,156143,18976457,822.8,802.9,0.30%
Total,New York,36,2000,2000,,,158203,18976457,833.7,813.6,0.30%
,New York,36,2001,2001,Drug-induced causes,D,1280,19082838,6.7,6.6,0.00%
,New York,36,2001,2001,Alcohol-induced causes,A,1177,19082838,6.2,6,0.00%
,New York,36,2001,2001,All other non-drug and non-alcohol causes,O,156783,19082838,821.6,793.9,0.30%
Total,New York,36,2001,2001,,,159240,19082838,834.5,806.6,0.30%
,New York,36,2002,2002,Drug-induced causes,D,1118,19137800,5.8,5.8,0.00%
,New York,36,2002,2002,Alcohol-induced causes,A,1099,19137800,5.7,5.6,0.00%
,New York,36,2002,2002,All other non-drug and non-alcohol causes,O,155901,19137800,814.6,780.1,0.30%
Total,New York,36,2002,2002,,,158118,19137800,826.2,791.4,0.30%
,New York,36,2003,2003,Drug-induced causes,D,1209,19175939,6.3,6.2,0.00%
